   4,853766713954610
   4,983388501459508
   4,574115313899635
   4,886217332036812
   4,831876523985898
   4,669231170369472
   4,756640797769432
   4,834262446653865
   5,157839693972576
   5,076943702988488
   4,665011305984348
   5,103492346633185
   4,872540422494611
   4,793694512681034
   4,871474290382610
   4,779503394170022
   4,787585565178369
   4,948969760778546
   4,940903448980047
   4,941719241342962
   4,867149713360808
   4,679251307731496
   4,871723865132884
   4,963023528916473
   4,848889377031179
   4,033469300991786
   4,872688513338324
   4,769655907521399
   4,829387146709665
   4,721271719624136
   4,888839563175764
   4,685292989303084
   4,693112954183197
   4,719050130557513
   5,205571583800510
   4,943838029281510
   4,832519053945620
   4,724507168083029
   4,937029854009523
   4,628848358114630
   4,789775755391450
   4,775855295839264
   4,831920673916550
   4,831285859663742
   4,713512008267554
   4,796994870380373
   4,783512098079096
   4,862770728752873
   4,909326566903948
   4,910927329761440
   4,713634717801129
   4,807735909113043
   4,678588295638459
   4,688649925851324
   4,799315067189665
   4,953263030828475
   4,723033408624632
   4,837137881276005
   4,777441559772875
   4,911735613881446
   4,691093570494776
   4,803255746416498
   4,855252702111223
   4,910061021788087
   4,954421189550395
   3,988593113317542
   4,650840968936238
   4,725769816274014
   4,693841826668002
   5,035045722400204
   4,738439811853310
   4,874807678370399
   4,780758148941174
   4,888861042542072
   4,723515076343213
   4,659773103066124
   4,657762407490850
   4,848819390985994
   4,782262484338117
   4,780394651219266
   4,941931015064255
   4,829158437398418
   4,819781105346436
   4,958769908997406
   4,719553404365045
   4,869662441584961
   4,883508816507268
   4,775628485962205
   4,821567008640375
   4,683415606851795
   4,685204722110140
   4,810487471601650
   4,872225403222500
   5,058549125261624
   4,733310932929861
   4,818733102457894
   4,791750557462905
   4,606697708214901
   4,756103384606522
   4,620532115854488
